Anathemancer, ARB
Rootwater Depths, TE
Rootwater Diver, TE
Rootwater Hunter, TE
Rootwater Matriarch, TE
Rootwater Shaman, TE
Ruby Medallion, TE
Sacred Guide, TE
Sadistic Glee, TE
Safeguard, TE
Salt Flats, TE
Sandstone Warrior, TE
Sapphire Medallion, TE
Sarcomancy, TE
Scabland, TE
Scalding Tongs, TE
Scorched Earth, TE
Scragnoth, TE
Screeching Harpy, TE
Scroll Rack, TE
Sea Monster, TE
Searing Touch, TE
Seeker of Skybreak, TE
Segmented Wurm, TE
Selenia Dark Angel, TE
Serene Offering, TE
Servant of Volrath, TE
Shadow Rift, TE
Shadowstorm, TE
Shatter, TE
Shimmering Wings, TE
Shocker, TE
Sky Spirit, TE
Skyshroud Condor, TE
Skyshroud Elf, TE
Skyshroud Forest, TE
Skyshroud Ranger, TE
Skyshroud Troll, TE
Skyshroud Vampire, TE
Soltari Crusader, TE
Soltari Emissary, TE
Soltari Foot Soldier, TE
Soltari Guerrillas, TE
Soltari Lancer, TE
Soltari Monk, TE
Soltari Priest, TE
Soltari Trooper, TE
Souldrinker, TE
Spell Blast, TE
Spike Drone, TE
Spinal Graft, TE
Spirit Mirror, TE
Spontaneous Combustion, TE
Squees Toy, TE
Stalking Stones, TE
Starke of Rath, TE
Static Orb, TE
Staunch Defenders, TE
Steal Enchantment, TE
Stinging Licid, TE
Stone Rain, TE
Storm Front, TE
Stun, TE
Sudden Impact, TE
Swamp, TE
Tahngarths Rage, TE
Talon Sliver, TE
Telethopter, TE
Thalakos Dreamsower, TE
Thalakos Lowlands, TE
Thalakos Mistfolk, TE
Thalakos Seer, TE
Thalakos Sentry, TE
Thumbscrews, TE
Time Ebb, TE
Time Warp, TE
Tooth and Claw, TE
Torture Chamber, TE
Tradewind Rider, TE
Trained Armodon, TE
Tranquility, TE
Trumpeting Armodon, TE
Twitch, TE
Unstable Shapeshifter, TE
Vec Townships, TE
Verdant Force, TE
Verdigris, TE
Vhati ilDal, TE
Volraths Curse, TE
Wall of Diffusion, TE
Warmth, TE
Wasteland, TE
Watchdog, TE
Whim of Volrath, TE
Whispers of the Muse, TE
Wild Wurm, TE
Wind Dancer, TE
Wind Drake, TE
Winds of Rath, TE
Winged Sliver, TE
Winters Grasp, TE
Wood Sage, TE
Worthy Cause, TE
Acidic Sliver, TPR
Aftershock, TPR
Aluren, TPR
Anarchist, TPR
Angelic Blessing, TPR
Angelic Protector, TPR
Anoint, TPR
Armor Sliver, TPR
Armored Pegasus, TPR
Avenging Angel, TPR
Bandage, TPR
Barbed Sliver, TPR
Bottle Gnomes, TPR
Caldera Lake, TPR
Cannibalize, TPR
Canopy Spider, TPR
Canyon Wildcat, TPR
Capsize, TPR
Carnassid, TPR
Carnophage, TPR
Cataclysm, TPR
Charging Paladin, TPR
Cinder Marsh, TPR
City of Traitors, TPR
Clot Sliver, TPR
Coat of Arms, TPR
Coercion, TPR
Coffin Queen, TPR
Coiled Tinviper, TPR
Commander Greven ilVec, TPR
Conviction, TPR
Corpse Dance, TPR
Counterspell, TPR
Crashing Boars, TPR
Craven Giant, TPR
Crovax the Cursed, TPR
Crystalline Sliver, TPR
Curiosity, TPR
Cursed Flesh, TPR
Cursed Scroll, TPR
Dark Banishing, TPR
Dark Ritual, TPR
Dauthi Horror, TPR
Dauthi Jackal, TPR
Dauthi Marauder, TPR
Dauthi Slayer, TPR
Dauthi Warlord, TPR
Deadshot, TPR
Death Pits of Rath, TPR
Death Stroke, TPR
Deaths Duet, TPR
Diabolic Edict, TPR
Disenchant, TPR
Dismiss, TPR
Dracoplasm, TPR
Dream Halls, TPR
Dream Prowler, TPR
Dungeon Shade, TPR
Elven Rite, TPR
Elvish Fury, TPR
Emmessi Tome, TPR
Endangered Armodon, TPR
Ephemeron, TPR
Erratic Portal, TPR
Evincars Justice, TPR
Exalted Dragon, TPR
Fanning the Flames, TPR
Field of Souls, TPR
Fighting Drake, TPR
Flame Wave, TPR
Flowstone Blade, TPR
Flowstone Mauler, TPR
Flowstone Wyvern, TPR
Forbid, TPR
Forest, TPR
Fugue, TPR
Furnace Brood, TPR
Gallantry, TPR
Gaseous Form, TPR
Gerrards Battle Cry, TPR
Goblin Bombardment, TPR
Gravedigger, TPR
Grindstone, TPR
Hammerhead Shark, TPR
Harrow, TPR
Heartwood Dryad, TPR
Heartwood Giant, TPR
Hermit Druid, TPR
Hibernation Sliver, TPR
Horned Sliver, TPR
Horned Turtle, TPR
Humility, TPR
Intuition, TPR
Island, TPR
Jinxed Idol, TPR
Kezzerdrix, TPR
Killer Whale, TPR
Kindle, TPR
Kor Chant, TPR
Krakilin, TPR
Lab Rats, TPR
Legacys Allure, TPR
Legerdemain, TPR
Lightning Blast, TPR
Living Death, TPR
Lotus Petal, TPR
Lowland Basilisk, TPR
Lowland Giant, TPR
Mage ilVec, TPR
Magmasaur, TPR
Mana Leak, TPR
Manabond, TPR
Maniacal Rage, TPR
Master Decoy, TPR
Mawcor, TPR
Maze of Shadows, TPR
Meditate, TPR
Merfolk Looter, TPR
Metallic Sliver, TPR
Mindless Automaton, TPR
Mirri Cat Warrior, TPR
Mnemonic Sliver, TPR
Mogg Conscripts, TPR
Mogg Fanatic, TPR
Mogg Flunkies, TPR
Mogg Hollows, TPR
Mogg Infestation, TPR
Mogg Maniac, TPR
Mountain, TPR
Mounted Archers, TPR
Mox Diamond, TPR
Mulch, TPR
Muscle Sliver, TPR
Necrologia, TPR
Needle Storm, TPR
Nomads enKor, TPR
Oath of Druids, TPR
Ogre Shaman, TPR
Orim Samite Healer, TPR
Overrun, TPR
Pacifism, TPR
Paladin enVec, TPR
Pandemonium, TPR
Patchwork Gnomes, TPR
Pegasus Stampede, TPR
Phyrexian Hulk, TPR
Pine Barrens, TPR
Plains, TPR
Provoke, TPR
Rampant Growth, TPR
Rathi Dragon, TPR
Rats of Rath, TPR
Reality Anchor, TPR
Reanimate, TPR
Recurring Nightmare, TPR
Recycle, TPR
Renegade Warlord, TPR
Repentance, TPR
Revenant, TPR
Rolling Thunder, TPR
Rootbreaker Wurm, TPR
Rootwalla, TPR
Rootwater Depths, TPR
Rootwater Hunter, TPR
Sabertooth Wyvern, TPR
Salt Flats, TPR
Sandstone Warrior, TPR
Sarcomancy, TPR
Scabland, TPR
Screeching Harpy, TPR
Scrivener, TPR
Sea Monster, TPR
Searing Touch, TPR
Seething Anger, TPR
Selenia Dark Angel, TPR
Serpent Warrior, TPR
Shackles, TPR
Shadow Rift, TPR
Shadowstorm, TPR
Shaman enKor, TPR
Shard Phoenix, TPR
Shatter, TPR
Sift, TPR
Silver Wyvern, TPR
Skyshaper, TPR
Skyshroud Elf, TPR
Skyshroud Forest, TPR
Skyshroud Troll, TPR
Skyshroud Vampire, TPR
Sliver Queen, TPR
Smite, TPR
Soltari Champion, TPR
Soltari Guerrillas, TPR
Soltari Lancer, TPR
Soltari Monk, TPR
Soltari Priest, TPR
Soltari Trooper, TPR
Spell Blast, TPR
Spellshock, TPR
Spike Breeder, TPR
Spike Colony, TPR
Spike Feeder, TPR
Spike Hatcher, TPR
Spinal Graft, TPR
Spined Sliver, TPR
Spined Wurm, TPR
Spirit enKor, TPR
Spirit Mirror, TPR
Spitting Hydra, TPR
Stalking Stones, TPR
Standing Troops, TPR
Starke of Rath, TPR
Staunch Defenders, TPR
Stronghold Assassin, TPR
Stun, TPR
Survival of the Fittest, TPR
Swamp, TPR
Telethopter, TPR
Thalakos Drifters, TPR
Thalakos Lowlands, TPR
Thalakos Scout, TPR
Thalakos Seer, TPR
Thopter Squadron, TPR
Thrull Surgeon, TPR
Time Ebb, TPR
Time Warp, TPR
Tradewind Rider, TPR
Trained Armodon, TPR
Tranquility, TPR
Twitch, TPR
Vampire Hounds, TPR
Vec Townships, TPR
Verdant Force, TPR
Verdant Touch, TPR
Verdigris, TPR
Vhati ilDal, TPR
Victual Sliver, TPR
Volraths Curse, TPR
Volraths Laboratory, TPR
Volraths Stronghold, TPR
Wall of Blossoms, TPR
Wall of Diffusion, TPR
Wall of Essence, TPR
Wall of Souls, TPR
Warrior enKor, TPR
Wasteland, TPR
Wayward Soul, TPR
Whispers of the Muse, TPR
Wind Dancer, TPR
Wind Drake, TPR
Winds of Rath, TPR
Winged Sliver, TPR
Wood Sage, TPR
Youthful Knight, TPR
Abundance, 10E
Academy Researchers, 10E
Adarkar Wastes, 10E
Afflict, 10E
Aggressive Urge, 10E
Agonizing Memories, 10E
Air Elemental, 10E
Ambassador Laquatus, 10E
Anaba Bodyguard, 10E
Ancestors Chosen, 10E
Angel of Mercy, 10E
Angelic Blessing, 10E
Angelic Chorus, 10E
Angelic Wall, 10E
Angels Feather, 10E
Arcane Teachings, 10E
Arcanis the Omnipotent, 10E
Ascendant Evincar, 10E
Assassinate, 10E
Aura Graft, 10E
Aura of Silence, 10E
Avatar of Might, 10E
Aven Cloudchaser, 10E
Aven Fisher, 10E
Aven Windreader, 10E
Ballista Squad, 10E
Bandage, 10E
Battlefield Forge, 10E
Beacon of Destruction, 10E
Beacon of Immortality, 10E
Beacon of Unrest, 10E
Benalish Knight, 10E
Birds of Paradise, 10E
Blanchwood Armor, 10E
Blaze, 10E
Bloodfire Colossus, 10E
Bloodrock Cyclops, 10E
Bog Wraith, 10E
Bogardan Firefiend, 10E
Boomerang, 10E
Bottle Gnomes, 10E
Brushland, 10E
Cancel, 10E
Canopy Spider, 10E
Caves of Koilos, 10E
Cephalid Constable, 10E
Chimeric Staff, 10E
ChoManno Revolutionary, 10E
Chromatic Star, 10E
Citanul Flute, 10E
Civic Wayfinder, 10E
Clone, 10E
Cloud Elemental, 10E
Cloud Sprite, 10E
Coat of Arms, 10E
Colossus of Sardia, 10E
Commune with Nature, 10E
Composite Golem, 10E
Condemn, 10E
Cone of Flame, 10E
Consume Spirit, 10E
Contaminated Bond, 10E
Counsel of the Soratami, 10E
Crafty Pathmage, 10E
Craw Wurm, 10E
Creeping Mold, 10E
Crucible of Worlds, 10E
Cruel Edict, 10E
Cryoclasm, 10E
Deathmark, 10E
Dehydration, 10E
Deluge, 10E
Demolish, 10E
Demons Horn, 10E
Demystify, 10E
Denizen of the Deep, 10E
Diabolic Tutor, 10E
Discombobulate, 10E
Distress, 10E
Doomed Necromancer, 10E
Doubling Cube, 10E
Dragon Roost, 10E
Dragons Claw, 10E
Dreamborn Muse, 10E
Dross Crocodile, 10E
Drudge Skeletons, 10E
Duct Crawler, 10E
Dusk Imp, 10E
Earth Elemental, 10E
Elven Riders, 10E
Elvish Berserker, 10E
Elvish Champion, 10E
Elvish Piper, 10E
Enormous Baloth, 10E
Essence Drain, 10E
Evacuation, 10E
Faerie Conclave, 10E
Fear, 10E
Femeref Archers, 10E
Festering Goblin, 10E
Field Marshal, 10E
Firebreathing, 10E
Fists of the Anvil, 10E
Flamewave Invoker, 10E
Flashfreeze, 10E
Flowstone Slide, 10E
Fog Elemental, 10E
Forbidding Watchtower, 10E
Forest, 10E
Fountain of Youth, 10E
Fugitive Wizard, 10E
Furnace of Rath, 10E
Furnace Whelp, 10E
Gaeas Herald, 10E
Ghitu Encampment, 10E
Ghost Warden, 10E
Giant Growth, 10E
Giant Spider, 10E
Glorious Anthem, 10E
Goblin Elite Infantry, 10E
Goblin King, 10E
Goblin Lore, 10E
Goblin Piker, 10E
Goblin Sky Raider, 10E
Grave Pact, 10E
Graveborn Muse, 10E
Gravedigger, 10E
Grizzly Bears, 10E
Guerrilla Tactics, 10E
Hail of Arrows, 10E
Hate Weaver, 10E
Head Games, 10E
Heart of Light, 10E
Hidden Horror, 10E
High Ground, 10E
Highway Robber, 10E
Hill Giant, 10E
Holy Day, 10E
Holy Strength, 10E
Honor Guard, 10E
Horseshoe Crab, 10E
Howling Mine, 10E
Hunted Wumpus, 10E
Hurkyls Recall, 10E
Hurricane, 10E
Hypnotic Specter, 10E
Icatian Priest, 10E
Icy Manipulator, 10E
Incinerate, 10E
Island, 10E
Jayemdae Tome, 10E
Joiner Adept, 10E
Juggernaut, 10E
Kamahl Pit Fighter, 10E
Karplusan Forest, 10E
Karplusan Strider, 10E
Kavu Climber, 10E
Kjeldoran Royal Guard, 10E
Knight of Dusk, 10E
Krakens Eye, 10E
Lava Axe, 10E
Lavaborn Muse, 10E
Legacy Weapon, 10E
Leonin Scimitar, 10E
Lightning Elemental, 10E
Llanowar Elves, 10E
Llanowar Sentinel, 10E
Llanowar Wastes, 10E
Looming Shade, 10E
Lord of the Pit, 10E
Lord of the Undead, 10E
Loxodon Mystic, 10E
Loxodon Warhammer, 10E
Loyal Sentry, 10E
Lumengrid Warden, 10E
Luminesce, 10E
Lure, 10E
Mahamoti Djinn, 10E
Manabarbs, 10E
Mantis Engine, 10E
March of the Machines, 10E
Mass of Ghouls, 10E
Megrim, 10E
Merfolk Looter, 10E
Midnight Ritual, 10E
Might of Oaks, 10E
Might Weaver, 10E
Millstone, 10E
Mind Bend, 10E
Mind Rot, 10E
Mind Stone, 10E
Mirri Cat Warrior, 10E
Mobilization, 10E
Mogg Fanatic, 10E
Molimo MaroSorcerer, 10E
Mortal Combat, 10E
Mortivore, 10E
Mountain, 10E
Nantuko Husk, 10E
Natural Spring, 10E
Naturalize, 10E
Nekrataal, 10E
Nightmare, 10E
No Rest for the Wicked, 10E
Nomad Mythmaker, 10E
Orcish Artillery, 10E
Ornithopter, 10E
Overgrowth, 10E
Overrun, 10E
Pacifism, 10E
Paladin enVec, 10E
Pariah, 10E
Peek, 10E
Persuasion, 10E
Phage the Untouchable, 10E
Phantom Warrior, 10E
Phyrexian Rager, 10E
Phyrexian Vault, 10E
Pincher Beetles, 10E
Pithing Needle, 10E
Plagiarize, 10E
Plague Beetle, 10E
Plague Wind, 10E
Plains, 10E
Platinum Angel, 10E
Primal Rage, 10E
Prodigal Pyromancer, 10E
Puppeteer, 10E
Pyroclasm, 10E
Quicksand, 10E
Quirion Dryad, 10E
Rage Weaver, 10E
Raging Goblin, 10E
Rain of Tears, 10E
Rampant Growth, 10E
Ravenous Rats, 10E
Razormane Masticore, 10E
Recollect, 10E
Recover, 10E
Regeneration, 10E
Relentless Assault, 10E
Relentless Rats, 10E
Reminisce, 10E
Remove Soul, 10E
Reviving Dose, 10E
Reya Dawnbringer, 10E
Rhox, 10E
Righteousness, 10E
Robe of Mirrors, 10E
Rock Badger, 10E
Rod of Ruin, 10E
Root Maze, 10E
Rootwalla, 10E
Rootwater Commando, 10E
Rootwater Matriarch, 10E
Royal Assassin, 10E
Rule of Law, 10E
Rushwood Dryad, 10E
Sage Owl, 10E
Samite Healer, 10E
Scalpelexis, 10E
Scathe Zombies, 10E
Scion of the Wild, 10E
Scoria Wurm, 10E
Sculpting Steel, 10E
Sea Monster, 10E
Seedborn Muse, 10E
Seismic Assault, 10E
Sengir Vampire, 10E
Serra Angel, 10E
Serras Embrace, 10E
Severed Legion, 10E
Shatterstorm, 10E
Shimmering Wings, 10E
Shivan Dragon, 10E
Shivan Hellkite, 10E
Shivan Reef, 10E
Shock, 10E
Shunt, 10E
SiegeGang Commander, 10E
Sift, 10E
Sky Weaver, 10E
Skyhunter Patrol, 10E
Skyhunter Prowler, 10E
Skyhunter Skirmisher, 10E
Skyshroud Ranger, 10E
Sleeper Agent, 10E
Smash, 10E
Snapping Drake, 10E
Soul Feast, 10E
Soul Warden, 10E
Soulblast, 10E
Spark Elemental, 10E
Spawning Pool, 10E
Spellbook, 10E
Spiketail Hatchling, 10E
Spined Wurm, 10E
Spineless Thug, 10E
Spirit Link, 10E
Spirit Weaver, 10E
Spitting Earth, 10E
Squee Goblin Nabob, 10E
Stalking Tiger, 10E
Stampeding Wildebeests, 10E
Starlight Invoker, 10E
Steadfast Guard, 10E
Steel Golem, 10E
Story Circle, 10E
Stronghold Discipline, 10E
Stun, 10E
Sudden Impact, 10E
Sulfurous Springs, 10E
Sunken Hope, 10E
Suntail Hawk, 10E
Swamp, 10E
Sylvan Basilisk, 10E
Sylvan Scrying, 10E
Tangle Spider, 10E
Telepathy, 10E
Telling Time, 10E
Tempest of Light, 10E
Terramorphic Expanse, 10E
Terror, 10E
The Hive, 10E
Thieving Magpie, 10E
Threaten, 10E
Thrull Surgeon, 10E
Thundering Giant, 10E
Tidings, 10E
Time Stop, 10E
Time Stretch, 10E
Traumatize, 10E
Treasure Hunter, 10E
Treetop Bracers, 10E
Treetop Village, 10E
Troll Ascetic, 10E
True Believer, 10E
Tundra Wolves, 10E
Twincast, 10E
Twitch, 10E
Uncontrollable Anger, 10E
Underground River, 10E
Underworld Dreams, 10E
Unholy Strength, 10E
Unsummon, 10E
Upwelling, 10E
Vampire Bats, 10E
Vedalken Mastermind, 10E
Venerable Monk, 10E
Verdant Force, 10E
Viashino Runner, 10E
Viashino Sandscout, 10E
Viridian Shaman, 10E
Voice of All, 10E
Wall of Air, 10E
Wall of Fire, 10E
Wall of Swords, 10E
Wall of Wood, 10E
Warp World, 10E
Warriors Honor, 10E
Whispersilk Cloak, 10E
Wild Griffin, 10E
Windborn Muse, 10E
Wrath of God, 10E
Wurms Tooth, 10E
Yavimaya Coast, 10E
Yavimaya Enchantress, 10E
Youthful Knight, 10E
Amnesia, DK
Angry Mob, DK
Apprentice Wizard, DK
Ashes to Ashes, DK
Ball Lightning, DK
Banshee, DK
Barls Cage, DK
Blood Moon, DK
Blood of the Martyr, DK
Bog Imp, DK
Bog Rats, DK
Bone Flute, DK
Book of Rass, DK
Brainwash, DK
Brothers of Fire, DK
Carnivorous Plant, DK
Cave People, DK
City of Shadows, DK
Cleansing, DK
Coal Golem, DK
Curse Artifact, DK
Dance of Many, DK
Dark Heart of the Wood, DK
Dark Sphere, DK
Deep Water, DK
Diabolic Machine, DK
Drowned, DK
Dust to Dust, DK
Eater of the Dead, DK
Electric Eel, DK
Elves of Deep Shadow, DK
Erosion, DK
Eternal Flame, DK
Exorcist, DK
Fasting, DK
Fellwar Stone, DK
Festival, DK
Fire and Brimstone, DK
Fire Drake, DK
Fissure, DK
Flood, DK
Fountain of Youth, DK
Frankensteins Monster, DK
Gaeas Touch, DK
Ghost Ship, DK
Giant Shark, DK
Goblin Caves, DK
Goblin Digging Team, DK
Goblin Hero, DK
Goblin Rock Sled, DK
Goblin Shrine, DK
Goblin Wizard, DK
Goblins of the Flarg, DK
Grave Robbers, DK
Hidden Path, DK
Holy Light, DK
Inferno, DK
Inquisition, DK
Knights of Thorn, DK
Land Leeches, DK
Leviathan, DK
Living Armor, DK
Lurker, DK
Mana Clash, DK
Mana Vortex, DK
Marsh Gas, DK
Marsh Goblins, DK
Marsh Viper, DK
Martyrs Cry, DK
Maze of Ith, DK
Merfolk Assassin, DK
Mind Bomb, DK
Miracle Worker, DK
Morale, DK
Murk Dwellers, DK
Nameless Race, DK
Necropolis, DK
Niall Silvain, DK
Orc General, DK
People of the Woods, DK
Pikemen, DK
Preacher, DK
Psychic Allergy, DK
Rag Man, DK
Reflecting Mirror, DK
Riptide, DK
Runesword, DK
Safe Haven, DK
Savaen Elves, DK
Scarecrow, DK
Scarwood Bandits, DK
Scarwood Goblins, DK
Scarwood Hag, DK
Scavenger Folk, DK
Season of the Witch, DK
Sisters of the Flame, DK
Skull of Orm, DK
Sorrows Path, DK
Spitting Slug, DK
Squire, DK
Standing Stones, DK
Stone Calendar, DK
Sunken City, DK
Tangle Kelp, DK
The Fallen, DK
Tivadars Crusade, DK
Tormods Crypt, DK
Tower of Coireall, DK
Tracker, DK
Uncle Istvan, DK
Venom, DK
Wand of Ith, DK
War Barge, DK
Water Wurm, DK
Whippoorwill, DK
Witch Hunter, DK
Word of Binding, DK
Worms of the Earth, DK
Wormwood Treefolk, DK
Abhorrent Overlord, THS
Agent of Horizons, THS
Agent of the Fates, THS
Akroan Crusader, THS
Akroan Hoplite, THS
Akroan Horse, THS
Anax and Cymede, THS
Anger of the Gods, THS
Annul, THS
Anthousa Setessan Hero, THS
Anvilwrought Raptor, THS
Aqueous Form, THS
Arbor Colossus, THS
Arena Athlete, THS
Artisan of Forms, THS
Artisans Sorrow, THS
Ashen Rider, THS
Ashiok Nightmare Weaver, THS
Asphodel Wanderer, THS
Baleful Eidolon, THS
Battlewise Hoplite, THS
Battlewise Valor, THS
Benthic Giant, THS
Bident of Thassa, THS
BloodToll Harpy, THS
Boon of Erebos, THS
Boon Satyr, THS
Borderland Minotaur, THS
Boulderfall, THS
Bow of Nylea, THS
Breaching Hippocamp, THS
Bronze Sable, THS
Burnished Hart, THS
Cavalry Pegasus, THS
Cavern Lampad, THS
Celestial Archon, THS
Centaur Battlemaster, THS
Chained to the Rocks, THS
Chosen by Heliod, THS
Chronicler of Heroes, THS
Coastline Chimera, THS
Colossus of Akros, THS
Commune with the Gods, THS
Coordinated Assault, THS
Crackling Triton, THS
Curse of the Swine, THS
Cutthroat Maneuver, THS
Dark Betrayal, THS
Dauntless Onslaught, THS
Daxos of Meletis, THS
Deathbellow Raider, THS
Decorated Griffin, THS
Defend the Hearth, THS
Demolish, THS
Destructive Revelry, THS
Disciple of Phenax, THS
Dissolve, THS
Divine Verdict, THS
Dragon Mantle, THS
Elspeth Suns Champion, THS
Ember Swallower, THS
Epharas Warden, THS
Erebos God of the Dead, THS
Ereboss Emissary, THS
Evangel of Heliod, THS
Fabled Hero, THS
Fade into Antiquity, THS
Fanatic of Mogis, THS
Fate Foretold, THS
Favored Hoplite, THS
Felhide Minotaur, THS
Feral Invocation, THS
Firedrinker Satyr, THS
Flamecast Wheel, THS
Flamespeaker Adept, THS
Fleecemane Lion, THS
Fleetfeather Sandals, THS
Fleshmad Steed, THS
Forest, THS
Gainsay, THS
Gift of Immortality, THS
Glare of Heresy, THS
Gods Willing, THS
Gray Merchant of Asphodel, THS
Griptide, THS
Guardians of Meletis, THS
Hammer of Purphoros, THS
Heliod God of the Sun, THS
Heliods Emissary, THS
Heros Downfall, THS
Hopeful Eidolon, THS
Horizon Chimera, THS
Horizon Scholar, THS
HundredHanded One, THS
Hunt the Hunter, THS
Hythonia the Cruel, THS
IllTempered Cyclops, THS
Insatiable Harpy, THS
Island, THS
Karametras Acolyte, THS
Keepsake Gorgon, THS
Kragma Warcaller, THS
Labyrinth Champion, THS
LagonnaBand Elder, THS
Lash of the Whip, THS
Last Breath, THS
Leafcrown Dryad, THS
Leonin Snarecaster, THS
Lightning Strike, THS
Loathsome Catoblepas, THS
Lost in a Labyrinth, THS
Magma Jet, THS
March of the Returned, THS
Master of Waves, THS
Medomai the Ageless, THS
Meletis Charlatan, THS
Messengers Speed, THS
Minotaur Skullcleaver, THS
Mistcutter Hydra, THS
Mnemonic Wall, THS
Mogiss Marauder, THS
Mountain, THS
Nemesis of Mortals, THS
Nessian Asp, THS
Nessian Courser, THS
Nighthowler, THS
Nimbus Naiad, THS
Nykthos Shrine to Nyx, THS
Nylea God of the Hunt, THS
Nyleas Disciple, THS
Nyleas Emissary, THS
Nyleas Presence, THS
Observant Alseid, THS
Omenspeaker, THS
Opaline Unicorn, THS
Ordeal of Erebos, THS
Ordeal of Heliod, THS
Ordeal of Nylea, THS
Ordeal of Purphoros, THS
Ordeal of Thassa, THS
Peak Eruption, THS
Phalanx Leader, THS
Pharikas Cure, THS
Pharikas Mender, THS
PheresBand Centaurs, THS
Plains, THS
Polis Crusher, THS
Polukranos World Eater, THS
Portent of Betrayal, THS
Prescient Chimera, THS
Priest of Iroas, THS
Prognostic Sphinx, THS
Prophet of Kruphix, THS
Prowlers Helm, THS
Psychic Intrusion, THS
Purphoros God of the Forge, THS
Purphoross Emissary, THS
Pyxis of Pandemonium, THS
Rage of Purphoros, THS
Rageblood Shaman, THS
Ray of Dissolution, THS
Read the Bones, THS
Reaper of the Wilds, THS
Rescue from the Underworld, THS
Returned Centaur, THS
Returned Phalanx, THS
Reverent Hunter, THS
Satyr Hedonist, THS
Satyr Piper, THS
Satyr Rambler, THS
Savage Surge, THS
Scholar of Athreos, THS
Scourgemark, THS
Sea Gods Revenge, THS
Sealock Monster, THS
Sedge Scorpion, THS
Sentry of the Underworld, THS
Setessan Battle Priest, THS
Setessan Griffin, THS
Shipbreaker Kraken, THS
Shipwreck Singer, THS
Shredding Winds, THS
Silent Artisan, THS
Sip of Hemlock, THS
Soldier of the Pantheon, THS
Spark Jolt, THS
Spear of Heliod, THS
Spearpoint Oread, THS
Spellheart Chimera, THS
StaunchHearted Warrior, THS
Steam Augury, THS
Stoneshock Giant, THS
Stormbreath Dragon, THS
Stymied Hopes, THS
Swamp, THS
Swan Song, THS
Sylvan Caryatid, THS
Temple of Abandon, THS
Temple of Deceit, THS
Temple of Mystery, THS
Temple of Silence, THS
Temple of Triumph, THS
Thassa God of the Sea, THS
Thassas Bounty, THS
Thassas Emissary, THS
Thoughtseize, THS
Time to Feed, THS
Titan of Eternal Fire, THS
Titans Strength, THS
Tormented Hero, THS
Travelers Amulet, THS
Traveling Philosopher, THS
Triad of Fates, THS
Triton Fortune Hunter, THS
Triton Shorethief, THS
Triton Tactics, THS
TwoHeaded Cerberus, THS
Tymaret the Murder King, THS
Underworld Cerberus, THS
Unknown Shores, THS
Vanquish the Foul, THS
Vaporkin, THS
Vipers Kiss, THS
Voyages End, THS
Voyaging Satyr, THS
Vulpine Goliath, THS
Warriors Lesson, THS
Wavecrash Triton, THS
Whip of Erebos, THS
Wild Celebrants, THS
Wingsteed Rider, THS
Witches Eye, THS
Xenagos the Reveler, THS
Yoked Ox, THS
Academy Ruins, TSP
ther Web, TSP
therflame Wall, TSP
Amrou Scout, TSP
Amrou Seekers, TSP
Ancestral Vision, TSP
Ancient Grudge, TSP
Angels Grace, TSP
Ashcoat Bear, TSP
Aspect of Mongoose, TSP
Assassinate, TSP
AssemblyWorker, TSP
Barbed Shocker, TSP
Basal Sliver, TSP
Basalt Gargoyle, TSP
Benalish Cavalry, TSP
Bewilder, TSP
Blazing Blade Askari, TSP
Bogardan Hellkite, TSP
Bogardan Rager, TSP
Bonesplitter Sliver, TSP
Brass Gnat, TSP
Brine Elemental, TSP
Calciform Pools, TSP
Call to the Netherworld, TSP
Cancel, TSP
Candles of Leng, TSP
Careful Consideration, TSP
Castle Raptors, TSP
Cavalry Master, TSP
Celestial Crusader, TSP
Chameleon Blur, TSP
Children of Korlis, TSP
Chromatic Star, TSP
Chronatog Totem, TSP
Chronosavant, TSP
Clockspinning, TSP
Clockwork Hydra, TSP
Cloudchaser Kestrel, TSP
Coal Stoker, TSP
Conflagrate, TSP
Coral Trickster, TSP
Corpulent Corpse, TSP
Crookclaw Transmuter, TSP
Curse of the Cabal, TSP
Cyclopean Giant, TSP
Dark Withering, TSP
DAvenant Healer, TSP
Deathspore Thallid, TSP
DeepSea Kraken, TSP
Dementia Sliver, TSP
Demonic Collusion, TSP
Detainment Spell, TSP
Divine Congregation, TSP
Draining Whelk, TSP
Dralnu Lich Lord, TSP
Dread Return, TSP
Dreadship Reef, TSP
Dream Stalker, TSP
Drifter ilDal, TSP
Drudge Reavers, TSP
Durkwood Baloth, TSP
Durkwood Tracker, TSP
Duskrider Peregrine, TSP
Empty the Warrens, TSP
Endrek Sahr Master Breeder, TSP
Errant Doomsayers, TSP
Errant Ephemeron, TSP
Eternity Snare, TSP
Evangelize, TSP
Evil Eye of Urborg, TSP
Faceless Devourer, TSP
Fallen Ideal, TSP
Fathom Seer, TSP
Feebleness, TSP
Firemaw Kavu, TSP
Firewake Sliver, TSP
Flagstones of Trokair, TSP
Flamecore Elemental, TSP
Fledgling Mawcor, TSP
Flickering Spirit, TSP
Flowstone Channeler, TSP
